UTC,Open,High,Low,Close,Volume
01.10.2025 21:30:00.000 UTC,1.17276,1.17326,1.17276,1.17313,1297.22
01.10.2025 21:45:00.000 UTC,1.17315,1.17341,1.17276,1.17303,4846.518
01.10.2025 22:00:00.000 UTC,1.1731,1.17372,1.17309,1.17328,776.4800000000001
01.10.2025 22:15:00.000 UTC,1.17329,1.17349,1.17329,1.17334,152.32
01.10.2025 22:30:00.000 UTC,1.17333,1.17347,1.17333,1.17342,120.51
01.10.2025 22:45:00.000 UTC,1.17343,1.17347,1.17335,1.17335,114.51999999999998
01.10.2025 23:00:00.000 UTC,1.17336,1.1736,1.17334,1.17352,110.85000000000001
01.10.2025 23:15:00.000 UTC,1.17352,1.17355,1.17337,1.17355,107.54
01.10.2025 23:30:00.000 UTC,1.17355,1.17369,1.17343,1.17357,118.50000000000003
01.10.2025 23:45:00.000 UTC,1.17357,1.17357,1.17327,1.17327,165.03
